,Unnamed: 0,Date,Open_price,Day_high,Day_low,Closing_price,Currency Pair,Deseasonalized_Day_high,Deseasonalized_Day_low,Deseasonalized_Open_price,EMA_100,EMA_200,EMA_50,RSI,MACD,Signal_Line,MACD_Histogram,SMA,Upper Band,Lower Band
0,2608,2014-11-07,76.5215,76.7489,76.2041,76.4849,EUR/INR,76.74728894247936,76.23618372035462,76.54889085949071,76.4849,76.4849,76.4849,0.0,0.0,0.0,0.0,76.93209,77.91674355467639,75.94743644532362
1,2609,2014-11-10,76.5477,76.9449,76.3547,76.4893,EUR/INR,76.93565128674604,76.33494220235134,76.56195510286892,76.48498712871286,76.48494378109453,76.4850725490196,0.0,0.0003509971510027299,7.019943020054597e-05,0.0002807977208021839,76.93209,77.91674355467639,75.94743644532362
2,2610,2014-11-11,76.5024,76.9083,76.5024,76.7887,EUR/INR,76.90365823587592,76.46748909620217,76.4841830050617,76.49100124497598,76.4879662310339,76.49697950788159,0.0,0.024505755635090054,0.004957310671178447,0.01954844496391161,76.93209,77.91674355467639,75.94743644532362
3,2611,2014-11-12,76.7301,76.8504,76.2922,76.2959,EUR/INR,76.8001783688964,76.25604110023536,76.69180266257364,76.48713785398635,76.48605512425743,76.48909403698427,0.0,0.0038394751809107674,0.004733743573124912,-0.0008942683922141441,76.93209,77.91674355467639,75.94743644532362
4,2612,2014-11-13,76.3202,76.896,76.2811,76.7795,EUR/INR,76.83065960063132,76.2047660802884,76.26357844985404,76.49292720341236,76.48897497376731,76.50048250612214,0.0,0.026181967985408505,0.009023388455581632,0.017158579529826874,76.93209,77.91674355467639,75.94743644532362
5,2613,2014-11-14,76.8073,77.5911,76.5757,77.4659,EUR/INR,77.53486453464689,76.51544484559872,76.72833304928821,76.5121939914636,76.4986956207945,76.53834201568598,0.0,0.09814395559024547,0.0268475018825144,0.07129645370773106,76.93209,77.91674355467639,75.94743644532362
6,2614,2014-11-17,77.3268,77.6634,76.8896,76.9282,EUR/INR,77.60663390716512,76.84346297301752,77.28376960059406,76.52043173420691,76.5029692962095,76.55363056409047,0.0,0.11051253327961774,0.043580508161935066,0.06693202511768268,76.93209,77.91674355467639,75.94743644532362
7,2615,2014-11-18,76.9254,77.4281,76.8878,77.3648,EUR/INR,77.38626591255469,76.85828882006963,76.86604477353035,76.53715189788598,76.51154472609797,76.58544113020457,0.0,0.1537721023151164,0.06561882699257134,0.08815327532254506,76.93209,77.91674355467639,75.94743644532362
8,2616,2014-11-19,77.3901,77.9814,77.2502,77.7239,EUR/INR,77.98787315090458,77.26483431281218,77.3773174244089,76.56065186030406,76.5236079626542,76.6300865760789,0.0,0.21455869227381186,0.09540680004881943,0.11915189222499242,76.93209,77.91674355467639,75.94743644532362
9,2617,2014-11-20,77.7122,78.0742,77.4975,77.6791,EUR/INR,78.11984404471666,77.5291156153332,77.74522760393525,76.58279934821884,76.53510539586162,76.67122435740913,0.0,0.25616461099046717,0.127558362237149,0.12860624875331816,76.93209,77.91674355467639,75.94743644532362
