iter	Passed	Remaining
403	7922	11687
404	7941	11667
405	7959	11645
406	7978	11624
407	7997	11603
408	8016	11583
409	8034	11562
410	8054	11542
411	8073	11522
412	8092	11501
413	8111	11481
414	8131	11461
415	8150	11441
416	8169	11421
417	8188	11401
418	8208	11381
419	8232	11368
420	8251	11348
421	8270	11328
422	8289	11307
423	8308	11286
424	8329	11269
425	8347	11247
426	8366	11227
427	8386	11207
428	8404	11186
429	8424	11167
430	8444	11148
431	8463	11128
432	8482	11108
433	8500	11086
434	8524	11072
435	8544	11052
436	8562	11031
437	8581	11010
438	8599	10989
439	8618	10969
440	8638	10949
441	8656	10928
442	8676	10908
443	8695	10889
444	8714	10868
445	8736	10852
446	8755	10831
447	8774	10811
448	8792	10789
449	8810	10768
450	8830	10748
451	8849	10729
452	8867	10707
453	8886	10687
454	8905	10666
455	8923	10645
456	8944	10627
457	8962	10606
458	8981	10585
459	9000	10565
460	9020	10546
461	9045	10533
462	9065	10514
463	9086	10496
464	9132	10507
465	9160	10497
466	9180	10477
467	9199	10457
468	9218	10436
469	9236	10415
470	9254	10394
471	9273	10374
472	9292	10353
473	9312	10333
474	9331	10313
475	9349	10292
476	9368	10271
477	9386	10250
478	9405	10230
479	9425	10211
480	9445	10191
481	9464	10171
482	9483	10151
483	9502	10131
484	9522	10111
485	9541	10090
486	9560	10071
487	9583	10054
488	9602	10034
489	9622	10014
490	9641	9994
491	9661	9975
492	9682	9957
493	9702	9938
494	9723	9919
495	9744	9901
496	9765	9883
497	9784	9863
498	9804	9843
499	9824	9824
500	9844	9805
501	9864	9785
502	9884	9766
503	9903	9746
504	9923	9727
505	9944	9708
506	9964	9689
507	9984	9669
508	10004	9650
509	10023	9630
510	10042	9610
511	10061	9590
512	10081	9570
513	10099	9549
514	10119	9529
515	10138	9509
516	10158	9490
517	10178	9470
518	10197	9450
519	10216	9430
520	10236	9411
521	10257	9392
522	10277	9373
523	10296	9353
524	10315	9333
525	10335	9313
526	10355	9294
527	10375	9274
528	10395	9255
529	10414	9235
530	10433	9215
531	10453	9195
532	10472	9175
533	10491	9155
534	10514	9138
535	10533	9118
536	10554	9100
537	10573	9079
538	10592	9059
539	10611	9039
540	10629	9018
541	10648	8998
542	10667	8977
543	10686	8957
544	10706	8938
545	10726	8919
546	10747	8900
547	10767	8881
548	10787	8861
549	10806	8841
550	10826	8822
551	10849	8805
552	10868	8785
553	10888	8765
554	10906	8745
555	10926	8725
556	10946	8706
557	10965	8685
558	10984	8666
559	11004	8646
560	11024	8626
561	11043	8606
562	11063	8587
563	11082	8567
564	11103	8548
565	11125	8530
566	11144	8511
567	11164	8491
568	11184	8471
569	11204	8452
570	11223	8432
571	11243	8413
572	11264	8394
573	11284	8374
574	11303	8354
575	11323	8335
576	11344	8316
577	11363	8296
578	11383	8277
579	11403	8257
580	11423	8238
581	11445	8219
582	11463	8199
583	11482	8179
584	11500	8158
585	11519	8138
586	11538	8118
587	11560	8099
588	11579	8080
589	11599	8060
590	11619	8041
591	11639	8022
592	11662	8004
593	11682	7985
594	11702	7965
595	11722	7946
596	11742	7926
597	11762	7907
598	11782	7887
599	11801	7867
600	11820	7847
601	11839	7827
602	11858	7807
603	11877	7787
604	11897	7767
605	11916	7747
606	11934	7727
607	11954	7707
608	11974	7687
609	11993	7668
610	12012	7648
611	12032	7628
612	12052	7609
613	12072	7589
614	12091	7569
615	12111	7549
616	12130	7529
617	12148	7509
618	12171	7491
619	12192	7472
620	12212	7453
621	12233	7434
622	12253	7415
623	12276	7397
624	12297	7378
625	12318	7359
626	12339	7340
627	12359	7321
628	12380	7302
629	12399	7282
630	12422	7264
631	12441	7244
632	12460	7224
633	12484	7206
634	12504	7187
635	12523	7167
636	12543	7147
637	12563	7128
638	12583	7109
639	12603	7089
640	12623	7069
641	12642	7049
642	12661	7029
643	12681	7010
644	12703	6991
645	12723	6972
646	12743	6952
647	12764	6933
648	12784	6914
649	12804	6894
650	12824	6875
651	12844	6855
652	12864	6836
653	12884	6816
654	12905	6797
655	12924	6777
656	12943	6757
657	12963	6737
658	12983	6718
659	13002	6698
660	13022	6678
661	13042	6659
662	13062	6639
663	13082	6619
664	13102	6600
665	13123	6581
666	13144	6562
667	13164	6542
668	13184	6523
669	13209	6506
670	13229	6486
671	13248	6466
672	13267	6446
673	13286	6426
674	13306	6406
675	13325	6386
676	13345	6367
677	13365	6347
678	13385	6327
679	13405	6308
680	13425	6288
681	13444	6268
682	13464	6249
683	13483	6229
684	13502	6209
685	13523	6189
686	13545	6171
687	13564	6151
688	13583	6131
689	13603	6111
690	13622	6091
691	13641	6071
692	13660	6051
693	13679	6031
694	13699	6011
695	13718	5992
696	13738	5972
697	13758	5952
698	13779	5933
699	13798	5913
700	13819	5894
701	13838	5874
702	13858	5854
703	13878	5835
704	13898	5815
705	13918	5796
706	13937	5776
707	13957	5756
708	13978	5737
709	13997	5717
710	14016	5697
711	14035	5677
712	14055	5657
713	14076	5638
714	14094	5618
715	14114	5598
716	14134	5578
717	14154	5559
718	14173	5539
719	14193	5519
720	14213	5500
721	14233	5480
722	14253	5460
723	14271	5440
724	14290	5420
725	14309	5400
726	14328	5380
727	14348	5360
728	14368	5341
729	14387	5321
730	14406	5301
731	14425	5281
732	14444	5261
733	14463	5241
734	14482	5221
735	14509	5204
736	14529	5184
737	14548	5165
738	14569	5145
739	14588	5125
740	14608	5106
741	14628	5086
742	14649	5067
743	14669	5047
744	14688	5027
745	14708	5007
746	14727	4987
747	14746	4968
748	14766	4948
749	14786	4928
750	14805	4909
751	14825	4889
752	14846	4869
753	14865	4850
754	14885	4830
755	14905	4810
756	14925	4791
757	14944	4771
758	14964	4751
759	14984	4731
760	15003	4711
761	15022	4692
762	15042	4672
763	15061	4652
764	15084	4633
765	15104	4614
766	15124	4594
767	15147	4575
768	15166	4555
769	15186	4536
770	15205	4516
771	15225	4496
772	15245	4477
773	15266	4457
774	15287	4438
775	15307	4418
776	15328	4399
777	15348	4379
778	15367	4359
779	15387	4340
780	15407	4320
781	15427	4300
782	15449	4281
783	15470	4262
784	15490	4242
785	15510	4223
786	15530	4203
787	15551	4183
788	15571	4164
789	15591	4144
790	15611	4124
791	15631	4105
792	15650	4085
793	15671	4065
794	15690	4046
795	15710	4026
796	15730	4006
797	15749	3986
798	15770	3967
799	15790	3947
800	15811	3928
801	15830	3908
802	15850	3888
803	15870	3868
804	15890	3849
805	15910	3829
806	15929	3809
807	15949	3790
808	15969	3770
809	15991	3751
810	16011	3731
811	16031	3711
812	16050	3691
813	16070	3672
814	16091	3652
815	16111	3633
816	16131	3613
817	16150	3593
818	16170	3573
819	16195	3555
820	16215	3535
821	16235	3515
822	16255	3495
823	16276	3476
824	16296	3456
825	16316	3437
826	16337	3417
827	16359	3398
828	16379	3378
829	16399	3358
830	16419	3339
831	16439	3319
832	16459	3299
833	16478	3279
834	16498	3260
835	16518	3240
836	16538	3220
837	16558	3201
838	16578	3181
839	16598	3161
840	16618	3141
841	16638	3122
842	16657	3102
843	16677	3082
844	16697	3062
845	16718	3043
846	16738	3023
847	16758	3003
848	16778	2984
849	16798	2964
850	16818	2944
851	16838	2924
852	16857	2905
853	16877	2885
854	16897	2865
855	16917	2845
856	16937	2826
857	16957	2806
858	16978	2786
859	16998	2767
860	17018	2747
861	17038	2727
862	17057	2707
863	17078	2688
864	17098	2668
865	17117	2648
866	17139	2629
867	17158	2609
868	17178	2589
869	17198	2569
870	17237	2553
871	17261	2533
872	17284	2514
873	17303	2494
874	17322	2474
875	17341	2454
876	17360	2434
877	17379	2414
878	17398	2394
879	17417	2375
880	17436	2355
881	17459	2335
882	17479	2316
883	17499	2296
884	17518	2276
885	17538	2256
886	17558	2236
887	17579	2217
888	17599	2197
889	17619	2177
890	17638	2157
891	17659	2138
892	17682	2118
893	17702	2098
894	17721	2079
895	17741	2059
896	17761	2039
897	17781	2019
898	17800	1999
899	17820	1980
900	17839	1960
901	17860	1940
902	17880	1920
903	17899	1900
904	17919	1881
905	17938	1861
906	17958	1841
907	17978	1821
908	17999	1801
909	18019	1782
910	18038	1762
911	18058	1742
912	18078	1722
913	18102	1703
914	18122	1683
915	18142	1663
916	18163	1644
917	18185	1624
918	18205	1604
919	18225	1584
920	18246	1565
921	18265	1545
922	18284	1525
923	18304	1505
924	18323	1485
925	18343	1465
926	18362	1446
927	18382	1426
928	18401	1406
929	18421	1386
930	18440	1366
931	18460	1346
932	18486	1327
933	18506	1307
934	18526	1287
935	18545	1268
936	18564	1248
937	18585	1228
938	18605	1208
939	18625	1188
940	18645	1169
941	18664	1149
942	18684	1129
943	18703	1109
944	18722	1089
945	18740	1069
946	18759	1049
947	18778	1030
948	18798	1010
949	18818	990
950	18836	970
951	18855	950
952	18874	930
953	18893	911
954	18912	891
955	18931	871
956	18950	851
957	18969	831
958	18988	811
959	19007	791
960	19026	772
961	19045	752
962	19064	732
963	19082	712
964	19103	692
965	19122	673
966	19140	653
967	19159	633
968	19183	613
969	19202	593
970	19222	574
971	19242	554
972	19261	534
973	19281	514
974	19301	494
975	19320	475
976	19340	455
977	19359	435
978	19378	415
979	19400	395
980	19420	376
981	19439	356
982	19459	336
983	19478	316
984	19500	296
985	19519	277
986	19538	257
987	19559	237
988	19578	217
989	19602	198
990	19624	178
991	19643	158
992	19662	138
993	19682	118
994	19701	99
995	19720	79
996	19739	59
997	19758	39
998	19778	19
999	19798	0
