iter	MAE
0	5.220121414
1	4.699746869
2	4.259737825
3	3.859026785
4	3.488035234
5	3.146240829
6	2.838939718
7	2.581074515
8	2.331039541
9	2.094845816
10	1.898786285
11	1.727221889
12	1.565291929
13	1.419450231
14	1.284267776
15	1.162733206
16	1.059408192
17	0.9657482399
18	0.8838488518
19	0.8072930139
20	0.7416544152
21	0.6841595733
22	0.6315543832
23	0.5839987908
24	0.5396989956
25	0.5027107498
26	0.4673588883
27	0.4374595317
28	0.4095418861
29	0.3840900053
30	0.3624591105
31	0.3427904298
32	0.325208697
33	0.3081342673
34	0.2936570246
35	0.2816661461
36	0.2698075852
37	0.2607081616
38	0.2530840238
39	0.2468803646
40	0.2390700695
41	0.2316144756
42	0.2247114342
43	0.2194281671
44	0.2140978058
45	0.2092951425
46	0.2056580091
47	0.201276461
48	0.1973859714
49	0.194251576
50	0.1913413244
51	0.1880193843
52	0.1853853428
53	0.1833263406
54	0.1810939035
55	0.1789072595
56	0.1773107353
57	0.1753986868
58	0.1737881625
59	0.1723715418
60	0.171057291
61	0.1693993241
62	0.1684572531
63	0.16681835
64	0.1645018324
65	0.1634482959
66	0.1623095279
67	0.1611318032
68	0.1598703058
69	0.1583770748
70	0.1565091445
71	0.155378169
72	0.1543500963
73	0.1528217082
74	0.1516958061
75	0.1494669618
76	0.1483729832
77	0.1471462942
78	0.1457706513
79	0.1445298205
80	0.1432870579
81	0.1426813174
82	0.1416590756
83	0.14079882
84	0.1398627484
85	0.1384503425
86	0.1375846726
87	0.1369821402
88	0.1359297085
89	0.1351696614
90	0.1345903253
91	0.1336104881
92	0.1326598518
93	0.1318161044
94	0.1305935663
95	0.1300054445
96	0.1290149358
97	0.128389816
98	0.1272127513
99	0.1268043285
100	0.1259878494
101	0.1256429703
102	0.1249317724
103	0.1239590635
104	0.1233181727
105	0.1227460304
106	0.1220851398
107	0.121855133
108	0.1209705639
109	0.1208369078
110	0.1199801479
111	0.1196529829
112	0.1188246201
113	0.1181326747
114	0.1180447157
115	0.1171536011
116	0.1166591228
117	0.1160468205
118	0.1154118031
119	0.1146568722
120	0.1140675047
121	0.1133536109
122	0.1124791679
123	0.1115144343
124	0.1108832636
125	0.110094906
126	0.1092597014
127	0.1086692308
128	0.1083382851
129	0.1077230936
130	0.1073412088
