,Unnamed: 0,Date,Open_price,Day_high,Day_low,Closing_price,Currency Pair,Deseasonalized_Day_high,Deseasonalized_Day_low,Deseasonalized_Open_price,EMA_100,EMA_200,EMA_50,RSI,MACD,Signal_Line,MACD_Histogram,SMA,Upper Band,Lower Band
0,5230,2014-11-07,0.53595,0.53913,0.53381,0.53587,JPY/INR,0.539499195612499,0.5340941484813397,0.5364655265148252,0.53587,0.53587,0.53587,0.0,0.0,0.0,0.0,0.5258115,0.5376845447032897,0.5139384552967102
1,5231,2014-11-10,0.53616,0.53963,0.53489,0.53593,JPY/INR,0.5397959003204051,0.5351142059064374,0.5364091053751745,0.5358711881188118,0.5358705970149255,0.5358723529411765,0.0,4.786324786287821e-06,9.572649572575643e-07,3.829059829030257e-06,0.5258115,0.5376845447032897,0.5139384552967102
2,5232,2014-11-11,0.53137,0.53415,0.53018,0.53086,JPY/INR,0.5340996529006516,0.5303274548208968,0.531586168278077,0.5357719566709145,0.5358207403282098,0.5356757900807382,0.0,-0.00039596269510799864,-7.842672705579367e-05,-0.000317535968052205,0.5258115,0.5376845447032897,0.5139384552967102
3,5233,2014-11-12,0.5308,0.53446,0.53045,0.53083,JPY/INR,0.5341062707691054,0.5303390669123633,0.5305227239409017,0.5356740961427776,0.5357710812204665,0.5354857590971799,0.0,-0.0007078206144541799,-0.00020430550453547091,-0.000503515109918709,0.5258115,0.5376845447032897,0.5139384552967102
4,5234,2014-11-13,0.53094,0.53298,0.53065,0.53137,JPY/INR,0.5321767996981595,0.5301430947794542,0.5305856906926373,0.5355888665161879,0.5357272893675266,0.5353243567796434,0.0,-0.0009010104872814173,-0.00034364650108466017,-0.0005573639861967571,0.5258115,0.5376845447032897,0.5139384552967102
5,5235,2014-11-14,0.53161,0.53258,0.5283,0.53163,JPY/INR,0.5318166620878707,0.5277971971308844,0.5309262624863897,0.5355104731198278,0.5356865203190935,0.5351794800431868,0.0,-0.0010213614077326794,-0.00047918948241426406,-0.0005421719253184154,0.5258115,0.5376845447032897,0.5139384552967102
6,5236,2014-11-17,0.52942,0.53434,0.52795,0.52928,JPY/INR,0.5336640015593236,0.5274138071217339,0.5288352452809062,0.5353870974144846,0.5356227738482567,0.5349481278846304,0.0,-0.0012914783806476926,-0.0006416472620609498,-0.0006498311185867428,0.5258115,0.5376845447032897,0.5139384552967102
7,5237,2014-11-18,0.52936,0.53076,0.52757,0.52776,JPY/INR,0.5305123785184989,0.5272532465898288,0.5287150672656442,0.5352360657825146,0.5355445372925528,0.5346662405166057,0.0,-0.001609644346542316,-0.0008352466789572231,-0.0007743976675850929,0.5258115,0.5376845447032897,0.5139384552967102
8,5238,2014-11-19,0.52793,0.52799,0.52378,0.5239,JPY/INR,0.5283245710318677,0.5237763462842521,0.5278732681823745,0.5350115892323658,0.5354286712498408,0.5342440350061506,0.0,-0.002148496378550524,-0.0010978966188758834,-0.0010505997596746406,0.5258115,0.5376845447032897,0.5139384552967102
9,5239,2014-11-20,0.52396,0.52543,0.52221,0.52346,JPY/INR,0.5254494678997058,0.5222313481941068,0.524243913713314,0.5347828448911308,0.5353095799936235,0.533821131672576,0.0,-0.0025812893223912114,-0.0013945751595789491,-0.0011867141628122623,0.5258115,0.5376845447032897,0.5139384552967102
10,5240,2014-11-21,0.52345,0.52695,0.52223,0.52321,JPY/INR,0.5272733626268276,0.5222744678391676,0.5234218634820327,0.5345536796457618,0.5351891861628412,0.5334050088618868,0.0,-0.0029108987305580536,-0.00169783987377477,-0.0012130588567832836,0.5258115,0.5376845447032897,0.5139384552967102
11,5241,2014-11-24,0.52205,0.52337,0.52205,0.52253,JPY/INR,0.523718130409465,0.5223571936553683,0.5222551838045674,0.5343155869795091,0.5350632241114696,0.5329785379261265,0.0,-0.0031902120990014993,-0.001996314318820116,-0.0011938977801813832,0.5258115,0.5376845447032897,0.5139384552967102
12,5242,2014-11-25,0.52259,0.52579,0.52166,0.52433,JPY/INR,0.5262739390629964,0.5221036169505605,0.5230809296427628,0.5341178525838752,0.5349564258616042,0.5326393795760823,0.0,-0.003229101922152311,-0.0022428718394865554,-0.0009862300826657556,0.5258115,0.5376845447032897,0.5139384552967102
13,5243,2014-11-26,0.52432,0.52588,0.52404,0.52504,JPY/INR,0.526729667502624,0.5245448053336059,0.5249890513403929,0.5339380931267688,0.5348577549575086,0.5323413646907458,0.0,-0.003166134097872808,-0.002427524291163806,-0.000738609806709002,0.5258115,0.5376845447032897,0.5139384552967102
14,5244,2014-11-27,0.52523,0.52741,0.52379,0.52433,JPY/INR,0.5277791956124991,0.5240741484813397,0.5257455265148251,0.5337478338569317,0.5347530011768369,0.5320271935264028,0.0,-0.00313735720878916,-0.0025694908746888767,-0.0005678663341002832,0.5258115,0.5376845447032897,0.5139384552967102
15,5245,2014-11-28,0.5245,0.5254,0.52181,0.52434,JPY/INR,0.5255659003204051,0.5220342059064375,0.5247491053751745,0.5335615401171905,0.5346493892248286,0.53172573495674,0.0,-0.0030782601337658866,-0.0026712447265042787,-0.00040701540726160784,0.5258115,0.5376845447032897,0.5139384552967102
16,5246,2014-12-01,0.52328,0.52553,0.52115,0.5235,JPY/INR,0.5254796529006517,0.5212974548208968,0.523496168278077,0.5333623016990283,0.5345384500285617,0.5314031571152993,0.0,-0.003063887666055143,-0.0027497733144144516,-0.0003141143516406913,0.5258115,0.5376845447032897,0.5139384552967102
17,5247,2014-12-02,0.52358,0.52407,0.5178,0.51803,JPY/INR,0.5237162707691054,0.5176890669123634,0.5233027239409017,0.533058691764394,0.534374186844198,0.530878719581366,0.0,-0.003454064363249909,-0.002890631524181543,-0.000563432839068366,0.5258115,0.5376845447032897,0.5139384552967102
18,5248,2014-12-03,0.51807,0.51953,0.51599,0.51599,JPY/INR,0.5187267996981595,0.5154830947794542,0.5177156906926373,0.5327206978680694,0.5341912596119174,0.5302948482252341,0.0,-0.0038831308426674482,-0.003089131387878724,-0.0007939994547887241,0.5258115,0.5376845447032897,0.5139384552967102
19,5249,2014-12-04,0.51598,0.51734,0.51398,0.51404,JPY/INR,0.5165766620878707,0.5134771971308844,0.5152962624863897,0.5323507830588007,0.5339907495660277,0.5296574031967936,0.0,-0.004330597391012492,-0.0033374245885054777,-0.000993172802507014,0.5258115,0.5376845447032897,0.5139384552967102
20,5250,2014-12-05,0.51403,0.51606,0.50831,0.51009,JPY/INR,0.5153840015593235,0.5077738071217339,0.5134452452809062,0.5319099754734778,0.5337529311623856,0.5288900540518213,10.38721573448079,-0.004946924773436612,-0.0036593246254917047,-0.001287600147944907,0.5245225,0.5373563809406976,0.5116886190593024
21,5251,2014-12-08,0.50838,0.51419,0.5078,0.51268,JPY/INR,0.5139423785184989,0.5074832465898288,0.5077350672656442,0.5315291838799436,0.5335432502552973,0.5282543656576323,16.994022203245166,-0.005166817454555939,-0.003960823191304552,-0.001205994263251387,0.52336,0.5360543916336061,0.510665608366394
22,5252,2014-12-09,0.51263,0.52261,0.51085,0.51728,JPY/INR,0.5229445710318678,0.5108463462842521,0.5125732681823745,0.531247021822915,0.5333814268696725,0.5278239983769408,26.493571968741975,-0.004913265367631703,-0.004151311626569982,-0.0007619537410617208,0.522681,0.5351367877479127,0.5102252122520872
23,5253,2014-12-10,0.51737,0.52824,0.51494,0.52643,JPY/INR,0.5282594678997059,0.5149613481941068,0.517653913713314,0.5311516352521642,0.5333122584431086,0.5277693317739236,44.93714285714279,-0.003928707289641009,-0.004106790759184188,0.00017808346954317853,0.5224610000000001,0.5344577309582325,0.5104642690417677
24,5254,2014-12-11,0.52641,0.528,0.52169,0.52524,JPY/INR,0.5283233626268276,0.5217344678391677,0.5263818634820328,0.531034573167963,0.5332319374635751,0.5276701422925932,43.77644177243375,-0.003207487059994407,-0.0039269300193462316,0.0007194429593518244,0.5221545000000001,0.5334877403040559,0.5108212596959443
25,5255,2014-12-12,0.52548,0.52931,0.52232,0.52679,JPY/INR,0.529658130409465,0.5226271936553682,0.5256851838045673,0.530950522214142,0.5331678385833406,0.5276356269085699,45.013066202090535,-0.002482229192778518,-0.003637989854032689,0.0011557606612541712,0.5219125,0.5325810230566619,0.5112439769433381
26,5256,2014-12-15,0.52857,0.54089,0.52419,0.53589,JPY/INR,0.5413739390629964,0.5246336169505605,0.5290609296427627,0.5310483336554461,0.5331949247665909,0.5279593278141161,53.8897005113221,-0.0011597937789451507,-0.003142350639015182,0.001982556860070031,0.5222429999999999,0.5342037993043942,0.5102822006956056
27,5257,2014-12-16,0.53588,0.55282,0.5323,0.54662,JPY/INR,0.5536696675026239,0.532804805333606,0.5365490513403929,0.5313566834840512,0.5333285076047344,0.5286911188802292,63.73139056065895,0.0007454737820803414,-0.002364785754796077,0.0031102595368764185,0.523186,0.5392487341187117,0.5071232658812884
28,5258,2014-12-17,0.54615,0.54836,0.53254,0.53427,JPY/INR,0.548729195612499,0.5328241484813397,0.5466655265148251,0.5314143729200106,0.5333378756882694,0.528909898531985,54.40043260781401,0.001244524164284666,-0.0016429237709799285,0.0028874479352645945,0.5237044999999999,0.5405162921960184,0.5068927078039814
