,Date,Open_price,Day_high,Day_low,Closing_price,Currency Pair
2487,2024-06-11,83.59680,83.60430,83.43350,83.59680,USD/INR
2488,2024-06-12,83.53430,83.56160,83.47800,83.53430,USD/INR
2489,2024-06-13,83.52210,83.57110,83.51900,83.52210,USD/INR
2490,2024-06-16,83.55180,83.62970,83.43140,83.55180,USD/INR
2491,2024-06-17,83.51010,83.54260,83.30000,83.51010,USD/INR
2492,2024-06-18,83.37410,83.47370,83.33800,83.37410,USD/INR
2493,2024-06-19,83.41950,83.67160,83.40770,83.41950,USD/INR
2494,2024-06-20,83.60160,83.62710,83.49100,83.60160,USD/INR
2495,2024-06-23,83.56250,83.57370,83.42180,83.56250,USD/INR
2496,2024-06-24,83.46040,83.49930,83.39790,83.46040,USD/INR
2497,2024-06-25,83.41460,83.61360,83.40200,83.41460,USD/INR
2498,2024-06-26,83.58040,83.58860,83.41800,83.58040,USD/INR
2499,2024-06-27,83.45090,83.50840,83.32470,83.45090,USD/INR
2500,2024-06-30,83.36750,83.46620,83.35680,83.36750,USD/INR
2501,2024-07-01,83.44130,83.55850,83.42460,83.44130,USD/INR
2502,2024-07-02,83.47910,83.55300,83.44410,83.47910,USD/INR
2503,2024-07-03,83.49120,83.55250,83.46520,83.49120,USD/INR
2504,2024-07-04,83.49340,83.51570,83.46300,83.49340,USD/INR
2505,2024-07-07,83.47210,83.50690,83.43930,83.47210,USD/INR
2506,2024-07-08,83.45760,83.50980,83.45100,83.45760,USD/INR
2507,2024-07-09,83.49300,83.52960,83.47200,83.49300,USD/INR
2508,2024-07-10,83.49590,83.58800,83.46600,83.49590,USD/INR
2509,2024-07-11,83.51850,83.55650,83.46620,83.51850,USD/INR
2510,2024-07-14,83.52030,83.61690,83.35890,83.52030,USD/INR
2511,2024-07-15,83.58760,83.60350,83.53160,83.58760,USD/INR
2512,2024-07-16,83.52960,83.59330,83.49400,83.52960,USD/INR
2513,2024-07-17,83.57210,83.66690,83.54900,83.57210,USD/INR
2514,2024-07-18,83.67430,83.72670,83.60040,83.67430,USD/INR
2515,2024-07-21,83.73030,83.74140,83.64300,83.73030,USD/INR
2516,2024-07-22,83.67130,83.71810,83.59930,83.67130,USD/INR
2517,2024-07-23,83.70680,83.72770,83.63790,83.70680,USD/INR
2518,2024-07-24,83.74300,83.85880,83.66110,83.74300,USD/INR
2519,2024-07-25,83.73760,83.75480,83.65970,83.73760,USD/INR
2520,2024-07-28,83.72780,83.76470,83.69410,83.72780,USD/INR
2521,2024-07-29,83.75050,83.76760,83.69900,83.75050,USD/INR
2522,2024-07-30,83.73900,83.81230,83.65930,83.73900,USD/INR
2523,2024-07-31,83.71780,83.75050,83.65670,83.71780,USD/INR
2524,2024-08-01,83.74390,83.80600,83.68790,83.74390,USD/INR
2525,2024-08-04,83.73530,84.17030,83.73530,83.73530,USD/INR
2526,2024-08-05,84.00260,84.09530,83.83100,84.00260,USD/INR
2527,2024-08-06,83.93490,83.97530,83.87000,83.93490,USD/INR
2528,2024-08-07,83.94240,84.00900,83.78990,83.94240,USD/INR
2529,2024-08-08,83.98900,83.99310,83.88000,83.98900,USD/INR
2530,2024-08-11,83.94980,83.96470,83.82150,83.94980,USD/INR
2531,2024-08-12,83.89000,83.97000,83.88700,83.89000,USD/INR
2532,2024-08-13,83.88200,83.97550,83.88900,83.88200,USD/INR
2533,2024-08-14,83.97150,83.99310,83.80420,83.97150,USD/INR
2534,2024-08-15,83.94830,83.97040,83.85500,83.94830,USD/INR
2535,2024-08-18,83.88980,83.93640,83.78650,83.88980,USD/INR
2536,2024-08-19,83.87860,83.89400,83.40930,83.87860,USD/INR
2537,2024-08-20,83.77940,83.93630,83.71100,83.77940,USD/INR
2538,2024-08-21,83.88860,83.96990,83.87540,83.88860,USD/INR
2539,2024-08-22,83.94060,83.94010,83.79390,83.94060,USD/INR
2540,2024-08-25,83.81380,83.90210,83.66420,83.81380,USD/INR
2541,2024-08-26,83.88370,83.94870,83.87580,83.88370,USD/INR
2542,2024-08-27,83.92160,83.97840,83.90500,83.92160,USD/INR
2543,2024-08-28,83.94150,83.98100,83.84730,83.94150,USD/INR
2544,2024-08-29,83.89510,83.89660,83.80500,83.89510,USD/INR
2545,2024-09-01,83.86380,83.93600,83.85300,83.86380,USD/INR
2546,2024-09-02,83.92730,83.98510,83.90000,83.92730,USD/INR
2547,2024-09-03,83.95030,84.01760,83.93700,83.95030,USD/INR
2548,2024-09-04,83.98250,83.99080,83.95700,83.98250,USD/INR
2549,2024-09-05,83.98360,83.98770,83.90610,83.98360,USD/INR
2550,2024-09-08,83.98260,83.98260,83.92940,83.98260,USD/INR
2551,2024-09-09,83.98090,84.19460,83.94500,83.98090,USD/INR
2552,2024-09-10,83.98200,84.12030,83.92900,83.98200,USD/INR
2553,2024-09-11,83.99260,83.99360,83.90300,83.99260,USD/INR
2554,2024-09-12,83.93480,84.02530,83.85500,83.93480,USD/INR
2555,2024-09-15,83.88480,83.91490,83.83960,83.88480,USD/INR
2556,2024-09-16,83.88400,83.90760,83.70490,83.88400,USD/INR
2557,2024-09-17,83.77060,83.86770,83.65930,83.77060,USD/INR
2558,2024-09-18,83.69170,83.76450,83.56500,83.69170,USD/INR
2559,2024-09-19,83.61470,83.62740,83.47340,83.61470,USD/INR
2560,2024-09-22,83.48710,83.67380,83.46340,83.48710,USD/INR
2561,2024-09-23,83.55960,83.77130,83.51540,83.55960,USD/INR
2562,2024-09-24,83.56760,83.63650,83.44010,83.56760,USD/INR
2563,2024-09-25,83.62410,83.71260,83.57320,83.62410,USD/INR
2564,2024-09-26,83.61710,83.70800,83.56360,83.61710,USD/INR
2565,2024-09-29,83.71640,83.90950,83.64490,83.71640,USD/INR
2566,2024-09-30,83.82730,83.94960,83.76040,83.82730,USD/INR
2567,2024-10-01,83.87210,84.00710,83.85450,83.87210,USD/INR
2568,2024-10-02,83.91960,84.03210,83.89300,83.91960,USD/INR
2569,2024-10-03,84.00940,84.04280,83.94530,84.00940,USD/INR
2570,2024-10-06,84.02780,84.02780,83.95000,84.02780,USD/INR
2571,2024-10-07,83.96410,84.10020,83.91600,83.96410,USD/INR
2572,2024-10-08,83.91460,83.97770,83.78100,83.91460,USD/INR
2573,2024-10-09,83.94220,83.98060,83.92230,83.94220,USD/INR
2574,2024-10-10,83.94600,84.12450,83.94150,83.94600,USD/INR
2575,2024-10-13,84.16830,84.16840,83.97670,84.16830,USD/INR
2576,2024-10-14,84.04850,84.07280,84.01810,84.04850,USD/INR
2577,2024-10-15,84.05620,84.09430,83.99000,84.05620,USD/INR
2578,2024-10-16,84.03930,84.08790,84.00300,84.03930,USD/INR
2579,2024-10-17,84.05380,84.07780,84.01830,84.05380,USD/INR
2580,2024-10-20,84.06870,84.08680,84.03860,84.06870,USD/INR
2581,2024-10-21,84.07350,84.17700,84.05980,84.07350,USD/INR
2582,2024-10-22,84.08400,84.11380,84.05900,84.08400,USD/INR
2583,2024-10-23,84.06760,84.08200,84.04770,84.06760,USD/INR
2584,2024-10-24,84.08180,84.09330,84.05800,84.08180,USD/INR
2585,2024-10-27,84.10200,84.09680,84.05800,84.10200,USD/INR
2586,2024-10-28,84.10280,84.10930,84.02700,84.10280,USD/INR
2587,2024-10-29,84.08930,84.09440,84.04500,84.08930,USD/INR
2588,2024-10-30,84.08910,84.18650,84.05100,84.08910,USD/INR
2589,2024-10-31,84.09150,84.10940,84.03400,84.09150,USD/INR
2590,2024-11-03,84.13360,84.18240,84.04250,84.13360,USD/INR
2591,2024-11-04,84.15250,84.16640,84.09170,84.15250,USD/INR
2592,2024-11-05,84.11630,84.34220,84.00830,84.11630,USD/INR
2593,2024-11-06,84.25120,84.38330,84.22400,84.25120,USD/INR
2594,2024-11-07,84.30640,84.43150,84.30400,84.30640,USD/INR
2595,2024-11-10,84.38290,84.42240,84.36700,84.38290,USD/INR
2596,2024-11-11,84.39650,84.41590,84.36050,84.39650,USD/INR
2597,2024-11-12,84.39530,84.49300,84.35050,84.39530,USD/INR
2598,2024-11-13,84.42300,84.47820,84.39370,84.42300,USD/INR
2599,2024-11-14,84.47380,84.55800,84.40700,84.47380,USD/INR
2600,2024-11-17,84.47750,84.45180,84.37630,84.47750,USD/INR
2601,2024-11-18,84.39850,84.43800,84.35430,84.39850,USD/INR
2602,2024-11-19,84.39760,84.41310,84.33980,84.39760,USD/INR
2603,2024-11-20,84.38310,84.52300,84.38550,84.38310,USD/INR
2604,2024-11-21,84.48830,84.51390,84.40000,84.48830,USD/INR
2605,2024-11-24,84.43600,84.43820,84.24100,84.43600,USD/INR
2606,2024-11-25,84.24000,84.31600,84.20000,84.21500,USD/INR
2607,2024-11-26,84.22000,84.35000,84.20000,84.24900,USD/INR
2608,2014-11-07,76.52150,76.74890,76.20410,76.48490,EUR/INR
2609,2014-11-10,76.54770,76.94490,76.35470,76.48930,EUR/INR
2610,2014-11-11,76.50240,76.90830,76.50240,76.78870,EUR/INR
2611,2014-11-12,76.73010,76.85040,76.29220,76.29590,EUR/INR
2612,2014-11-13,76.32020,76.89600,76.28110,76.77950,EUR/INR
2613,2014-11-14,76.80730,77.59110,76.57570,77.46590,EUR/INR
2614,2014-11-17,77.32680,77.66340,76.88960,76.92820,EUR/INR
2615,2014-11-18,76.92540,77.42810,76.88780,77.36480,EUR/INR
2616,2014-11-19,77.39010,77.98140,77.25020,77.72390,EUR/INR
2617,2014-11-20,77.71220,78.07420,77.49750,77.67910,EUR/INR
2618,2014-11-21,77.67350,77.80290,76.23240,76.43880,EUR/INR
2619,2014-11-24,76.92310,77.03900,76.87440,76.95850,EUR/INR
2620,2014-11-25,76.94330,77.29980,76.81160,77.15570,EUR/INR
2621,2014-11-26,77.15040,77.36190,76.95360,77.28240,EUR/INR
2622,2014-11-27,77.28640,77.46850,76.98610,77.08030,EUR/INR
2623,2014-11-28,77.07040,77.69260,76.87310,77.50620,EUR/INR
2624,2014-12-01,77.44520,77.49470,77.10960,77.27550,EUR/INR
2625,2014-12-02,77.27460,77.37620,76.46260,76.52100,EUR/INR
2626,2014-12-03,76.52320,76.73130,76.11560,76.14070,EUR/INR
2627,2014-12-04,76.13600,76.94240,76.09410,76.28250,EUR/INR
2628,2014-12-05,76.27910,76.63460,75.95500,76.15180,EUR/INR
2629,2014-12-08,76.18160,76.33280,75.76610,76.13470,EUR/INR
2630,2014-12-09,76.14770,76.97360,76.02620,76.58450,EUR/INR
2631,2014-12-10,76.59750,77.51240,76.36560,77.31420,EUR/INR
2632,2014-12-11,77.30710,77.77220,77.18570,77.48800,EUR/INR
2633,2014-12-12,77.51710,78.15700,77.10560,78.04520,EUR/INR
2634,2014-12-15,78.00340,79.17820,77.52610,78.60200,EUR/INR
2635,2014-12-16,78.62790,80.38600,78.11080,79.65040,EUR/INR
2636,2014-12-17,79.64660,80.00380,78.10790,78.34510,EUR/INR
2637,2014-12-18,78.33550,78.56820,77.26960,77.39050,EUR/INR
2638,2014-12-19,77.39990,77.82020,77.31990,77.38260,EUR/INR
2639,2014-12-22,77.33070,77.65430,77.23950,77.31230,EUR/INR
2640,2014-12-23,77.31670,77.69320,77.02190,77.21950,EUR/INR
2641,2014-12-24,77.22140,77.54040,77.08680,77.51470,EUR/INR
2642,2014-12-25,77.51440,77.85430,77.46540,77.62810,EUR/INR
2643,2014-12-26,77.66530,77.76090,77.32880,77.40950,EUR/INR
2644,2014-12-30,77.39820,77.55330,76.92340,77.05330,EUR/INR
2645,2014-12-31,77.06030,77.13190,76.25880,76.25880,EUR/INR
2646,2015-01-01,76.25880,77.26050,76.25630,76.28370,EUR/INR
2647,2015-01-02,76.28370,76.54850,75.88300,75.94800,EUR/INR
2648,2015-01-05,75.59960,76.29490,75.43940,75.58700,EUR/INR
2649,2015-01-06,75.58770,76.04120,75.18410,75.47720,EUR/INR
2650,2015-01-07,75.48450,75.54830,74.68430,74.89630,EUR/INR
2651,2015-01-08,74.88430,74.96300,73.55230,73.88500,EUR/INR
2652,2015-01-09,73.89720,74.01040,73.13460,73.54670,EUR/INR
2653,2015-01-12,74.01320,74.03820,73.22580,73.44310,EUR/INR
2654,2015-01-13,73.43160,73.71680,72.86960,72.98700,EUR/INR
2655,2015-01-14,72.98610,73.51920,72.91790,73.20720,EUR/INR
2656,2015-01-15,73.20590,73.25520,71.59880,72.20150,EUR/INR
2657,2015-01-16,72.17790,72.39540,70.87540,71.29280,EUR/INR
2658,2015-01-19,71.54890,71.80870,71.17880,71.52910,EUR/INR
2659,2015-01-20,71.53590,71.73970,71.16710,71.24110,EUR/INR
2660,2015-01-21,71.24140,71.74790,71.11180,71.50840,EUR/INR
2661,2015-01-22,71.49360,71.74080,69.53770,69.97980,EUR/INR
2662,2015-01-23,70.04420,71.17280,68.75140,68.89230,EUR/INR
2663,2015-01-26,68.46650,69.41420,68.22470,69.08900,EUR/INR
2664,2015-01-27,69.08220,70.04540,68.97090,69.79230,EUR/INR
2665,2015-01-28,69.78030,69.89690,69.17900,69.18630,EUR/INR
2666,2015-01-29,69.19030,70.16990,69.19030,69.98140,EUR/INR
2667,2015-01-30,69.99350,70.39380,69.90100,70.13590,EUR/INR
2668,2015-02-02,70.15910,70.28170,69.66240,69.99400,EUR/INR
2669,2015-02-03,70.00570,70.99800,69.79450,70.64950,EUR/INR
2670,2015-02-04,70.62020,70.86250,70.04840,70.05570,EUR/INR
2671,2015-02-05,70.06560,70.91460,69.92320,70.84900,EUR/INR
2672,2015-02-06,70.87370,70.88640,69.98820,69.98820,EUR/INR
2673,2015-02-09,70.10070,70.65810,69.93130,70.39920,EUR/INR
2674,2015-02-10,70.39450,70.58910,69.95070,70.53040,EUR/INR
2675,2015-02-11,70.52920,70.79890,70.23180,70.70530,EUR/INR
2676,2015-02-12,70.70690,71.05360,70.49640,70.83740,EUR/INR
2677,2015-02-13,70.84720,71.10800,70.63760,70.64790,EUR/INR
2678,2015-02-16,70.76350,71.12980,70.31800,70.60610,EUR/INR
2679,2015-02-17,70.59570,71.13890,70.45210,70.93220,EUR/INR
2680,2015-02-18,70.92780,71.11150,70.53120,70.79650,EUR/INR
2681,2015-02-19,70.79650,71.17050,70.47950,70.64480,EUR/INR
2682,2015-02-20,70.66460,71.07430,70.14470,70.90490,EUR/INR
2683,2015-02-23,70.90210,70.91210,70.25190,70.50350,EUR/INR
2684,2015-02-24,70.48670,70.66340,70.12070,70.58290,EUR/INR
2685,2015-02-25,70.58010,70.65120,70.22850,70.29390,EUR/INR
2686,2015-02-26,70.29760,70.51520,69.08730,69.11020,EUR/INR
2687,2015-02-27,69.10920,69.56320,68.67090,68.97550,EUR/INR
2688,2015-03-02,69.15200,69.61970,68.89480,69.21890,EUR/INR
2689,2015-03-03,69.20730,69.48920,69.02680,69.11040,EUR/INR
2690,2015-03-04,69.11380,69.33950,68.91240,69.02000,EUR/INR
2691,2015-03-05,69.02190,69.08040,68.46180,68.88510,EUR/INR
2692,2015-03-06,68.88530,68.89300,67.74070,68.12120,EUR/INR
2693,2015-03-09,67.69660,68.26450,67.69660,67.94670,EUR/INR
2694,2015-03-10,67.95920,67.98960,67.04510,67.04700,EUR/INR
2695,2015-03-11,67.02600,67.28850,65.99400,66.24980,EUR/INR
2696,2015-03-12,66.22370,66.74310,65.76370,66.43210,EUR/INR
2697,2015-03-13,66.43240,66.75250,65.90740,66.15870,EUR/INR
2698,2015-03-16,66.13480,66.76140,65.83540,66.36200,EUR/INR
2699,2015-03-17,66.37240,66.72940,66.16000,66.41120,EUR/INR
2700,2015-03-18,66.34180,67.88370,66.29520,67.81400,EUR/INR
2701,2015-03-19,67.55820,68.41200,66.37720,66.79990,EUR/INR
2702,2015-03-20,66.80050,67.84300,66.63200,67.50750,EUR/INR
2703,2015-03-23,67.54060,68.22990,67.10330,68.21470,EUR/INR
2704,2015-03-24,68.20600,69.10550,67.82760,67.93910,EUR/INR
2705,2015-03-25,67.95380,69.10550,67.91740,68.48370,EUR/INR
2706,2015-03-26,68.48150,69.25690,68.14040,68.34260,EUR/INR
2707,2015-03-27,68.36140,68.42810,67.59440,68.13330,EUR/INR
2708,2015-03-30,68.07320,68.15700,67.51690,67.78720,EUR/INR
2709,2015-03-31,67.79250,67.82010,66.88360,67.00300,EUR/INR
2710,2015-04-01,67.01020,67.43040,66.83170,67.09510,EUR/INR
2711,2015-04-02,67.09170,67.82870,66.85160,67.50810,EUR/INR
2712,2015-04-03,67.50970,68.41560,67.45470,68.00000,EUR/INR
2713,2015-04-06,68.26240,68.65460,67.90990,68.02960,EUR/INR
2714,2015-04-07,68.01190,68.22090,67.33920,67.47290,EUR/INR
2715,2015-04-08,67.48570,67.77620,67.03060,67.06760,EUR/INR
2716,2015-04-09,67.02710,67.13160,66.14960,66.31870,EUR/INR
2717,2015-04-10,66.44240,66.65140,65.87290,66.16740,EUR/INR
2718,2015-04-13,66.24540,66.24980,65.72470,65.94810,EUR/INR
2719,2015-04-14,65.95430,66.62930,65.75000,66.36270,EUR/INR
2720,2015-04-15,66.35750,66.66650,65.98610,66.62500,EUR/INR
2721,2015-04-16,66.61600,67.37110,66.26250,67.07170,EUR/INR
2722,2015-04-17,67.07700,67.68430,66.94610,67.59080,EUR/INR
2723,2015-04-20,67.51890,67.92210,67.34220,67.63630,EUR/INR
2724,2015-04-21,67.63410,67.82570,66.93640,67.60220,EUR/INR
2725,2015-04-22,67.60060,67.95670,67.29570,67.48150,EUR/INR
2726,2015-04-23,67.47260,68.70710,67.22730,68.56450,EUR/INR
2727,2015-04-24,68.41430,69.27260,68.20080,69.04380,EUR/INR
2728,2015-04-27,69.06410,69.33600,68.71520,69.14570,EUR/INR
2729,2015-04-28,69.14060,69.41650,68.79440,69.32990,EUR/INR
2730,2015-04-29,69.32390,70.83920,69.15620,70.44970,EUR/INR
2731,2015-04-30,70.42440,71.65860,69.22970,71.45980,EUR/INR
2732,2015-05-01,71.33790,71.65700,71.09260,71.30790,EUR/INR
2733,2015-05-04,71.31860,71.31860,70.61870,70.96870,EUR/INR
2734,2015-05-05,70.96870,71.08660,69.22970,70.89190,EUR/INR
2735,2015-05-06,70.88590,72.22150,70.84620,72.05630,EUR/INR
2736,2015-05-07,72.05880,73.15650,71.95810,72.23380,EUR/INR
2737,2015-05-08,72.05940,72.26440,71.38440,71.38440,EUR/INR
2738,2015-05-11,71.37900,71.48930,71.01900,71.30250,EUR/INR
2739,2015-05-12,71.29390,72.45010,71.23150,72.06750,EUR/INR
2740,2015-05-13,72.06750,72.95400,71.67030,72.53520,EUR/INR
2741,2015-05-14,72.51860,73.01270,72.14960,72.39420,EUR/INR
2742,2015-05-15,72.38180,72.94390,71.93650,72.60530,EUR/INR
2743,2015-05-18,72.64080,72.74590,71.98910,72.12880,EUR/INR
2744,2015-05-19,72.10010,72.10010,70.91770,71.10390,EUR/INR
2745,2015-05-20,71.10800,71.16640,70.60870,70.88080,EUR/INR
2746,2015-05-21,70.87000,71.19120,70.58050,70.59830,EUR/INR
2747,2015-05-22,70.60310,71.19170,69.83240,69.88600,EUR/INR
2748,2015-05-25,69.78600,70.21910,69.66060,69.71040,EUR/INR
2749,2015-05-26,69.71440,69.95740,69.45000,69.64400,EUR/INR
2750,2015-05-27,69.64400,69.94460,69.34630,69.70580,EUR/INR
2751,2015-05-28,69.62500,70.06340,69.44600,70.03650,EUR/INR
2752,2015-05-29,70.03430,70.18350,69.65780,70.14840,EUR/INR
2753,2015-06-01,70.00070,70.00070,69.28750,69.51470,EUR/INR
2754,2015-06-02,69.46690,71.35760,69.46690,71.00400,EUR/INR
2755,2015-06-03,71.01420,72.21950,70.89890,72.18740,EUR/INR
2756,2015-06-04,72.17270,72.92800,71.70000,71.70000,EUR/INR
2757,2015-06-05,71.69170,72.11900,70.54640,70.86340,EUR/INR
2758,2015-06-08,70.84370,72.38020,70.70020,72.24770,EUR/INR
2759,2015-06-09,72.22080,72.57120,71.74640,72.19350,EUR/INR
2760,2015-06-10,72.27390,72.65780,71.90220,72.35010,EUR/INR
2761,2015-06-11,72.34910,72.34910,71.73580,71.91720,EUR/INR
2762,2015-06-12,71.90060,72.42130,71.47510,72.11260,EUR/INR
2763,2015-06-15,71.89740,72.39090,71.73270,72.29860,EUR/INR
2764,2015-06-16,72.24560,72.66500,71.87940,72.23730,EUR/INR
2765,2015-06-17,72.23690,72.87480,72.07090,72.76380,EUR/INR
2766,2015-06-18,72.80900,73.07080,72.35910,72.50630,EUR/INR
2767,2015-06-19,72.50510,72.58320,71.77480,72.12960,EUR/INR
2768,2015-06-22,72.20630,72.44060,71.89550,72.04900,EUR/INR
2769,2015-06-23,72.06330,72.31290,70.91680,71.10200,EUR/INR
2770,2015-06-24,71.10360,72.31290,70.99270,71.22790,EUR/INR
2771,2015-06-25,71.20010,72.31290,70.88770,71.24680,EUR/INR
2772,2015-06-26,71.23950,72.31290,70.83150,71.02490,EUR/INR
2773,2015-06-29,69.91330,71.92380,69.72750,71.62460,EUR/INR
2774,2015-06-30,71.62970,71.67670,70.85540,70.91230,EUR/INR
2775,2015-07-01,70.86840,71.14080,70.33620,70.35950,EUR/INR
2776,2015-07-02,70.31170,70.68920,70.17500,70.29470,EUR/INR
2777,2015-07-03,70.31530,70.96810,70.26620,70.76720,EUR/INR
2778,2015-07-06,70.16090,70.96810,69.81900,70.06390,EUR/INR
2779,2015-07-07,70.06490,70.06960,69.22840,69.90740,EUR/INR
2780,2015-07-08,69.91700,70.96810,69.74460,70.41800,EUR/INR
2781,2015-07-09,70.30230,70.96810,69.62350,70.02830,EUR/INR
2782,2015-07-10,70.11660,71.07390,70.03900,70.68780,EUR/INR
2783,2015-07-13,70.48490,70.99570,69.87010,69.93810,EUR/INR
2784,2015-07-14,69.92320,70.96810,69.63750,69.74450,EUR/INR
2785,2015-07-15,69.70770,69.94850,69.50180,69.64800,EUR/INR
2786,2015-07-16,69.69410,69.69410,68.97920,69.10750,EUR/INR
2787,2015-07-17,69.10500,69.43090,68.71650,68.75940,EUR/INR
2788,2015-07-20,68.76790,69.20800,68.68160,68.97610,EUR/INR
2789,2015-07-21,68.97980,69.75350,68.84570,69.58490,EUR/INR
2790,2015-07-22,69.58240,69.68610,69.20150,69.52310,EUR/INR
2791,2015-07-23,69.54250,70.32520,69.50490,70.13620,EUR/INR
2792,2015-07-24,70.12790,70.42730,69.86190,70.35170,EUR/INR
2793,2015-07-27,70.43250,71.43720,70.15350,71.22440,EUR/INR
2794,2015-07-28,71.20770,71.32430,70.41730,70.52540,EUR/INR
2795,2015-07-29,70.73640,70.79570,70.04760,70.14820,EUR/INR
2796,2015-07-30,70.16760,70.28570,69.84590,70.05680,EUR/INR
2797,2015-07-31,70.06540,71.21870,69.96750,70.44080,EUR/INR
2798,2015-08-03,70.39080,70.40100,70.02390,70.07020,EUR/INR
2799,2015-08-04,70.07280,70.25480,69.40690,69.46370,EUR/INR
2800,2015-08-05,69.47900,69.57020,69.15240,69.42690,EUR/INR
2801,2015-08-06,69.44850,69.76530,69.32340,69.61410,EUR/INR
2802,2015-08-07,69.61540,70.00400,69.30450,69.90580,EUR/INR
2803,2015-08-10,69.89560,70.43100,69.76790,70.29270,EUR/INR
2804,2015-08-11,70.24990,71.19290,70.12670,70.93380,EUR/INR
2805,2015-08-12,71.03190,72.56610,70.91280,72.22490,EUR/INR
2806,2015-08-13,72.22460,72.88480,71.96550,72.85340,EUR/INR
2807,2015-08-14,72.85930,72.89160,72.15420,72.25530,EUR/INR
2808,2015-08-17,72.23450,72.57000,72.13980,72.46210,EUR/INR
2809,2015-08-18,72.45760,72.52590,72.08120,72.17590,EUR/INR
2810,2015-08-19,72.17160,72.66340,71.82840,72.33610,EUR/INR
2811,2015-08-20,72.33450,73.65350,72.33450,73.60110,EUR/INR
2812,2015-08-21,73.60070,75.16410,73.58420,75.16410,EUR/INR
2813,2015-08-24,75.23810,77.65630,75.02350,77.38710,EUR/INR
2814,2015-08-25,77.50840,77.66120,75.43540,76.27960,EUR/INR
2815,2015-08-26,76.23660,76.47660,74.69750,74.95210,EUR/INR
2816,2015-08-27,74.97790,75.12340,73.99100,74.22280,EUR/INR
2817,2015-08-28,74.25410,74.82030,73.89230,74.02040,EUR/INR
2818,2015-08-31,74.14320,74.69810,74.14320,74.48600,EUR/INR
2819,2015-09-01,74.56710,75.13020,74.46470,75.02470,EUR/INR
2820,2015-09-02,75.00090,75.02210,74.28250,74.28250,EUR/INR
2821,2015-09-03,74.31230,74.47340,73.38190,73.51080,EUR/INR
2822,2015-09-04,73.52130,74.53330,73.50680,74.37700,EUR/INR
2823,2015-09-07,74.41040,74.68910,74.24160,74.64110,EUR/INR
2824,2015-09-08,74.43670,74.84040,74.14490,74.39780,EUR/INR
2825,2015-09-09,74.40020,74.61200,73.84230,74.59340,EUR/INR
2826,2015-09-10,74.57480,75.06010,74.24910,75.04450,EUR/INR
2827,2015-09-11,75.01990,75.37390,74.77690,75.29180,EUR/INR
2828,2015-09-14,75.31540,75.46820,74.89890,74.95740,EUR/INR
2829,2015-09-15,74.95570,75.21380,74.71780,74.86630,EUR/INR
2830,2015-09-16,74.93900,75.21820,74.49810,75.05400,EUR/INR
2831,2015-09-17,75.06300,75.60180,74.65780,75.49380,EUR/INR
2832,2015-09-18,75.30540,75.53460,74.31940,74.51900,EUR/INR
2833,2015-09-21,74.42680,74.63150,73.44860,73.46370,EUR/INR
2834,2015-09-22,73.51110,73.78870,72.94310,73.26560,EUR/INR
2835,2015-09-23,73.27090,74.15280,73.20890,74.00860,EUR/INR
2836,2015-09-24,73.99340,74.93250,73.85320,74.14090,EUR/INR
2837,2015-09-25,74.15160,74.17250,73.67650,74.03940,EUR/INR
2838,2015-09-28,74.01990,74.46620,73.73670,74.46330,EUR/INR
2839,2015-09-29,74.46290,74.79900,73.95030,74.18870,EUR/INR
2840,2015-09-30,74.19560,74.21800,73.12170,73.18200,EUR/INR
2841,2015-10-01,73.17840,73.50020,72.95650,73.44150,EUR/INR
2842,2015-10-02,73.44110,74.17420,73.12330,73.28860,EUR/INR
2843,2015-10-05,73.32750,73.61130,72.80140,72.89580,EUR/INR
2844,2015-10-06,72.91910,73.63930,72.83400,73.46950,EUR/INR
2845,2015-10-07,73.46520,73.71700,72.76590,72.96820,EUR/INR
2846,2015-10-08,72.98860,73.64620,72.96390,73.29430,EUR/INR
2847,2015-10-09,73.41030,73.92190,73.04280,73.50890,EUR/INR
2848,2015-10-12,73.62000,73.92710,73.51060,73.54440,EUR/INR
2849,2015-10-13,73.54510,74.25470,73.43080,74.08290,EUR/INR
2850,2015-10-14,74.08940,74.56050,74.04480,74.44520,EUR/INR
2851,2015-10-15,74.46400,74.52360,73.58260,73.69490,EUR/INR
2852,2015-10-16,73.70370,74.01960,73.45580,73.45580,EUR/INR
2853,2015-10-19,73.62670,73.79420,73.20430,73.56800,EUR/INR
2854,2015-10-20,73.59950,74.03060,73.46530,73.78350,EUR/INR
2855,2015-10-21,73.78320,74.15640,73.76760,73.94440,EUR/INR
2856,2015-10-22,73.97410,73.99490,72.06690,72.09540,EUR/INR
2857,2015-10-23,72.09450,72.34660,71.32780,71.51330,EUR/INR
2858,2015-10-26,71.52370,71.78690,71.43100,71.68390,EUR/INR
2859,2015-10-27,71.70300,71.96260,71.62940,71.88970,EUR/INR
2860,2015-10-28,71.87570,72.09050,70.81710,71.00230,EUR/INR
2861,2015-10-29,71.00910,71.83480,70.93080,71.83480,EUR/INR
2862,2015-10-30,71.82860,72.40930,71.54050,72.05250,EUR/INR
2863,2015-11-02,72.10360,72.50240,72.04360,72.25760,EUR/INR
2864,2015-11-03,72.26380,72.28910,71.76200,71.86100,EUR/INR
2865,2015-11-04,71.84570,71.89630,70.98890,71.14280,EUR/INR
2866,2015-11-05,71.14610,71.75610,71.12840,71.67830,EUR/INR
